comment_text,toxic
"Igho Otegheri Deletion
Who the hell are you to decide what to delete and what not????!!!
you could go fuck yourself u little piece of shit..",1
"""
 No, I didn't mean point me at a biographical article (though that would be good too).  I mean answer right here on the discussion page:  What town were you born in?  Which schools did you go to?  Also, regarding """"over the top"""", I disagree  I think the article could do with quite a bit more expansion, as could the articles of the other individuals you mentioned.  As for """"greatest living magicians"""", I have to admit I'd never heard those names.  How are you judging that, say, Max Maven is better than a David Copperfield?  Is it by awards, industry press, or just personal opinion of their technique?   """,0
"REPLY ABOVE:
That was me, loser. The UN defines Vietnam to be part of Southeast Asia. And far as I know Vietnam is part of ASEAN, and used to be part of French Indochina with Laos and all those shit countries Anyway your culture has always been more influenced by SEA than Han Chinese (as in proper Yangtze Han Chinese, not the fringe indigenous tribes in Guangzhou/Guangxi). 

Just admit that you vietnamese are all a bunch of wannabe crap people. ALL the east asian people I've spoken to thinks of Vietnam as a very integral part of SEA, and we all think you're backward, dirty and speak in a horrible swearing language. Doesn't matter what crap you spout on Wikipedia, won't change the way people in the real world think.",0
"""
What a pile of shit. You completely ignore a massive violation of WB:BLPCRIME while you go on holiday. You, Wales, are one special piece of shit. Magnotta's prospective defence team are having wet dreams about wikipedia. There can be no fair trial given the article you have approved.You are a fucking idiot. When politicians come calling at your door complaining at {{WP:BLP]], you collapse like a wet kleenex in a mild breeze. You should be ashamed of yourself. But perhaps it is more important to you that people like Malleus are pursued for calling cunts """"cunts"""". If you allow this massive violation of WP:BLPCRIME to pass, then you are  patently a media-whoring cunt yourself. This stinks, Wales. You stink, by association. Fuck you and your warped concept of an """"encyclopedia"""". Chan """,1
"Hahaha, you dont actually believe this bullshit you are telling me right now? You are talking about the access to the country or representatives to the government, not Kim Jong Un himself. Those are two totally different things (although I could understand your stupidity, since North Koreans think that Kim Jong un is the governement, im just saying). Go Troll somewhere else kid.",1
Hey idiot. I'm simply verifying the TRUTH. Mobile17 was NOT the first to have a ringtone maker online.. Brinked was. Do some fucking research before you remove my shit. Tired of you assholes removing my hard work I'm putting into making wikipedia a relevant page.,1
"Vince - FYI 'Yellowfrogs' is (Longdendale) Councillor Sean Parker Perry, a frequent purveyor of 'Greenwash' and four square behind the destruction of Swallows Wood via his support for the bypass. He is vigourously re-editing the wikpedia pages on the Longdendale Bypass, his own and Roy Oldham's page in order to boost his fake 'green' credentials and obfuscate the neutrality of these articles. He gets nasty if he gets pissed off (threatens spurious legal action), but fortunately, he's legally illiterate, so don't be put off.",0
"Your retarded bot 

Your bot is entirely automated, that is wrong.  You should not leave an unattented script just running through the site like that, it is idiotic of you to suppose that your scripting abilities are so perfect that they will only ever make proper edits.  Banning me doesn't help anything, dipshit, since I have as many IPs as I want.",1
"wikipedian policy

I see now how Wikipedia is. If someone breaks the rules its ok as long as they kiss ass. This is bullshit. He started this stupid shit and was persistent until he got me banned. This is so fucking gay all Ive done is try to help Wikipedia but thanks to this stupid shit Im banned. WTF? See I refuse to kiss ass because nobody on here is better than me. As a matter of fact Im better than everyone else on here.",1
"Effects under £3000 - dated 3rd June (with one codicil) of Charlotte Dorothea Forster Grierson, formerly of the city of Dublin, afterwards residing at four Clarmont Bank, Shrewsbury, England & late of Carlile-terrace, Malahide, County Dublin, Ireland, Spinster deceased who died 6th March, 1869 at Carlile-terrace, aforesaid was proved at the Principal Registry by the oath of George Abraham Grierson, of Manor House, Malahide, aforesaid Esquire, the sole executor,",0
"I like to see it in print, since it's been listed for days now without an URL.",0
"how dear you who ever put on hi shit haeds i my going to sue the peo[ple who made this web sit 

P.S Just jocking i culdn't care less if or diidn't have hi shit heads",1
"""

 New image problems 

You again uploaded several images with dubious copyright claims. You said they were from """"Hindu newspaper"""" and licensed under the GFDL. What made you think The Hindu publishes images under the GFDL? If you simply invented that license in order to have a way to upload the images here, then please say so now, so I can quickly delete them. If not, I expect you will provide proof, within the next 7 days, showing where and how that newspaper placed the images under that license. If you do neither, you will be blocked.  ☼ """,0
"You removed the link to the same references used in the health study which say that a reduced use of the MMR vaccine is why Waldorf kids have fewer allergies from the section on immunizations?  WTF?  

Would data from the whole of California count for you?  The private and public Waldorf schools in California have 'Personal Belief Exemption' rates of 12% to 88% of their kindergarten classes.  Regardless of what the official position is - and I assert here, but would not do so in the article, that the 'official' position was a lie in order for Waldorf education to not appear like a complete cult - Waldorf students are grossly under vaccinated.  That fact should be in the article.",0
". Anyone can do an in-text search for [2] and [3] and see the article does not rely mainly on one source (the publisher). In fact, the grand total of two citations referencing the publisher are for pure-facts issues such as the number of items (149,000) that are in the parts library",0
"Yo whatever I have on my shit leave it alone  

- Deadass I deleted every fucking this cause you stay deleting someone shit like niggah damn go suck a dick talking about  he has this all over the place niggah mind your business on what I have on my shit cause I ain't editing nothing on your shit.",1
"IDIOT 

YOU JUST GO AROUND UNVALDALIZING WIKIPEDIA, YOU retard. WHO THE HELL LIKES WIKIPEDIA ANYWAY. YOU EVEN REQUESTED MY PAGE BE DELETED. KEEP YOUR HANDS OUTTA MY BUISNESS",1
"I see you like bullshit 

Fine, have your bullshit.",1
"Fuck you 

-User:The Bohemian Shinobis yeah, that's right, bitch! You are all pieces of shit!",1
"ADMINS SUCK!! 

THE FUCKING ADMINS SUCK ASS! I FUCKING HATE THE PEOPLE WHO DELETE MY FUCKING SHIT!!!!!!!!",1
Other than that you could see how the side bar looks intergrated into the top welcome section on the right and make it just one section. Providing you make it the same length and shrink the other pics down a little it should fit in the top?,0
"Whatever, dumbass. 

Go eat Jimbo's pussy.",1
Hey i know that im just a city boy but this page was written by a bunch of dumbass redneck fuckers who worship beer and have talking bass mouunted on every wall i fucking hate rednecks and all there woodsport shit these fuckers need to get a life and learn how to use their right hand...do rednecks ever have sex with people other than their own family members?,1
"Uh, yeah it does, dumbass. Haven't you ever edited an article before to make it wordier and harder to understand?",1
"UFC 191 

THIS IS THE FINALIZED BOUT ORDER, DUMBASS. IT'S NOT GONNA CHANGE TO WHAT YOU WANT: http://i.imgur.com/1MBbOZU.jpg",1
I don't give a shit this ain't my fuckin account wit yo dumbass what kind of fuckin nerd spends time on here just to make fix articles are you some fuckin teacher or somethin damn on my fridays i'm out wit friends and shit you just like my fuckin brotther after i get him  banned from here he comin wit me and yo nerdy virgin ass can sit on the damn computer,1
Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages.,1
